설치년도,lat,lon
2017,33.98886998970519,129.26522061038534
2017,34.36311326532349,127.73267402714023
2017,36.10016408459957,129.2992570318736
2017,33.87691509451736,126.6880968800422
2017,34.999754595214704,127.72073581805165
2017,34.5168482924356,128.7750860683607
2017,34.62256010435867,126.83550926273688
2017,34.53404971476745,130.21547744495308
2017,34.93769835363515,128.10185255648582
2017,34.932572086511215,129.47850389574
2017,35.312743652588544,127.88683237525454
2017,37.93400339934916,129.2838489417509
2017,36.717031090882074,126.43594410941829
2017,35.03071921465931,128.99005086068814
2017,35.079209043401086,129.99657551189517
2017,36.42278982843138,128.31364890234346
2017,34.417293865663815,126.89037947178028
2017,36.13545761438337,130.3400487592459
2017,35.32306232677834,128.29495816822947
2017,38.31154004052431,128.8605543798571
2017,34.07187332643865,127.60364490282703
2017,34.86208767932942,130.15924413457245
2017,37.48358505174476,128.77798537740313
2017,35.306268081719764,128.18421221595557
2017,37.258365176732326,127.19670267246362
2017,38.15711678328096,128.1456866641346
2017,34.655616348781805,128.41511469021944
2017,36.31635562531002,129.59902114353665
2017,35.225701846249486,130.66980753764753
2017,37.04299558877528,126.7296198651323
2017,33.510493514241325,129.37726351861386
2017,37.67417175798705,127.17579270020802
2017,34.68358652823694,130.0736093237613
2017,36.42789963549601,128.83406323305846
2017,35.845058836038504,126.49406045567407
2017,37.54345958424397,128.13706601887114
2017,34.05888318773381,126.13113154487206
2017,36.06430736436206,130.52504715483124
2017,37.24639399398271,129.0378029157216
2017,33.84538218436001,128.67239691726235
2017,33.43838027895988,129.426804028546
2017,38.13521385377945,129.53769548636438
2017,37.93575610249213,130.2756325625096
2017,36.167120975308976,127.67124600054562
2017,36.49009287396566,130.02230740766325
2017,38.01627144847872,129.782424964726
2017,36.23225591078697,130.90385289136083
2017,33.54260273543445,129.11484619666206
2017,33.34183474925258,126.24208858884509
2017,36.64402836375387,127.50650226699237
2017,35.29344084850034,126.94416006847572
2017,34.794215580568995,129.60862651058116
2017,35.34096735527608,130.49139474374311
2017,33.564866037318936,129.09552352297698
2017,35.14637286703887,127.04869224839568
2017,37.252160736496336,127.65581303068242
2017,37.75162709444127,126.41290400856985
2017,33.404397105722346,127.91418676525839
2017,35.20481389910258,130.0217738990177
2017,38.31974086861189,127.81878041308292
2017,36.1008299132076,127.82418208845347
2017,38.357717491773045,129.0488016172676
2017,35.7754981291787,130.03921745092006
2017,36.701393856242056,129.32515700989362
2017,34.819148595524915,130.81045414729547
2017,33.57014468622845,128.55350121018571
2017,37.54404919952842,130.81636099897597
2017,35.8514057927114,126.52099625409495
2017,37.633911329833595,126.60512084413087
2017,37.08963960220386,127.99835856753444
2017,37.26134420130388,127.77874756475427
2017,33.895225843446774,127.721272376659
2017,36.61444180493839,127.39709617801556
2017,34.93413350425094,126.44215638090506
2017,36.960267057080536,127.94620399327844
2017,33.8268718927665,128.7519946459395
2017,33.88661896646688,127.43079557194322
2017,35.970652679692385,129.74871200249478
2017,35.12990386666572,126.55246321432074
2017,37.48234608386586,129.9913858945145
2017,36.13276172026048,129.22531273566025
2017,36.48756607057872,126.8596412149811
2017,35.86514842786447,127.07563194759662
2017,37.77007677847553,126.69114218161711
2017,35.55663046557494,129.70661859724717
2017,34.8265542456413,129.965831659117
2017,37.614181741992326,128.76100290169214
2017,34.27898108570661,129.27295418003433
2017,37.111518379247244,128.04216358434138
2017,38.13552817300757,126.75659979787524
2017,34.54996569201642,128.08301702840168
2017,34.3407294164599,129.22266145798406
2017,34.86971286449423,126.90649142640059
2017,36.16551738147223,128.25890313457558
2017,34.79532499161625,127.43317827846639
2017,33.39553117169726,130.55942807688294
2017,34.71936486569742,127.06908642529646
2017,33.34020843783997,127.16930383944886
2017,34.85281364462247,127.83653735158364
2017,33.80569051471303,129.8141314050962
2017,35.0218665404649,128.62690305252175
2017,34.99169070134463,130.3557173903014
2017,34.5879011437469,126.68065810520676
2017,35.56718727584318,127.26912910995192
2017,36.83695597325703,128.82422871777652
2017,33.69610327848327,128.5959713072678
2017,36.10850348348603,129.7155403021232
2017,33.90728708522122,126.24098967381792
2017,34.62325340332401,127.65096652125754
2017,37.332753409454874,130.56053694942372
2017,33.506274889861004,130.05005923007894
2017,36.20413155347814,126.73265889034445
2017,34.58766435709751,128.2292144080545
2017,37.57818637025202,128.2599862554537
2017,37.75832201692421,126.76597219300136
2017,37.00069401109974,130.4639715081164
2017,35.66919113114209,127.05323088643658
2017,35.85776360920558,129.15696777121684
2017,35.32467920671581,128.57558242514307
2017,35.67516274037609,130.31844170526801
2017,37.78620963878676,126.57966053854072
2017,34.98966197439539,129.9946604098607
2017,35.28888245412232,128.85117550458068
2017,33.57647419186588,129.38347603054547
2017,33.61325669387335,129.85730664536706
2017,36.81024974301731,126.13450726617165
2017,37.703506558508835,127.14417403842293
2017,34.53739500523024,129.0670606092649
2017,36.677077190118275,129.1102957382063
2017,37.3306382886851,126.84116156028016
2017,34.50379115140892,126.9756872982748
2017,36.585411124034536,128.31878941753132
2017,37.94867480847424,128.03764439003433
2017,36.655456065979315,126.41121620401076
2017,36.18367579090405,128.43255594222123
2017,36.28356871697921,126.28447090098214
2017,37.98857172782028,127.8995705994161
2017,34.72976971568121,127.99230457624826
2017,34.83234773674701,126.95121993791797
2017,38.1991517169671,128.0819545519465
2017,34.2881570183973,129.47957822247008
2017,35.14888769247473,126.64045641020022
2017,38.127952043529085,127.21206376098142
2017,38.093748477526624,130.2594656406515
2017,35.74042893787014,129.24644662083188
2017,34.0090461223976,129.34286275667054
2017,34.044518862154106,130.81509592034894
2017,33.23495478861307,129.33690292541445
2017,37.279598222481845,130.69278274032015
2017,37.663500552531886,127.11980624279641
2017,34.89661569157907,129.4940918732561
2017,36.16650844617573,126.93433464632578
2017,33.28245506700731,127.61714227112543
2017,36.79281758396256,127.72429982856994
